Date,Rank,Title,Type,Netflix Release Date,Days In Top 10
5/15/2020,2,Dead to Me,TV Show,3-May-19,7
5/15/2020,3,Riverdale,TV Show,19-May-17,1
5/15/2020,4,Outer Banks,TV Show,15-Apr-20,30
5/15/2020,5,John Henry,Movie,9-May-20,5
5/15/2020,6,Trial by Media,TV Show,11-May-20,3
5/15/2020,7,Grey's Anatomy,TV Show,15-Sep-14,4
5/15/2020,8,Ozark,TV Show,21-Jul-17,42
5/15/2020,9,Have a Good Trip: Adventure…,Movie,11-May-20,3
5/15/2020,10,Hollywood,TV Show,1-May-20,13
5/16/2020,1,The Wrong Missy,Movie,13-May-20,3
5/16/2020,2,Dead to Me,TV Show,3-May-19,8
5/16/2020,3,Riverdale,TV Show,19-May-17,2
5/16/2020,4,Outer Banks,TV Show,15-Apr-20,31
5/16/2020,5,White Lines,TV Show,15-May-20,1
5/16/2020,6,John Henry,Movie,9-May-20,6
5/16/2020,7,Trial by Media,TV Show,11-May-20,4
5/16/2020,8,Grey's Anatomy,TV Show,15-Sep-14,5
5/16/2020,9,Ozark,TV Show,21-Jul-17,43
5/16/2020,10,Have a Good Trip: Adventure…,Movie,11-May-20,4
5/17/2020,1,The Wrong Missy,Movie,13-May-20,4
5/17/2020,2,Dead to Me,TV Show,3-May-19,9
5/17/2020,3,Riverdale,TV Show,19-May-17,3
5/17/2020,4,White Lines,TV Show,15-May-20,2
5/17/2020,5,Outer Banks,TV Show,15-Apr-20,32
5/17/2020,6,Public Enemies,Movie,16-May-20,1
5/17/2020,7,John Henry,Movie,9-May-20,7
5/17/2020,8,Magic for Humans,TV Show,17-Aug-18,1
5/17/2020,9,Trial by Media,TV Show,11-May-20,5
5/17/2020,10,Have a Good Trip: Adventure…,Movie,11-May-20,5
5/18/2020,1,The Wrong Missy,Movie,13-May-20,5
5/18/2020,2,Dead to Me,TV Show,3-May-19,10
5/18/2020,3,Riverdale,TV Show,19-May-17,4
5/18/2020,4,Public Enemies,Movie,16-May-20,2
5/18/2020,5,White Lines,TV Show,15-May-20,3
5/18/2020,6,Outer Banks,TV Show,15-Apr-20,33
5/18/2020,7,Soul Surfer,Movie,17-May-20,1
5/18/2020,8,Magic for Humans,TV Show,17-Aug-18,2
5/18/2020,9,John Henry,Movie,9-May-20,8
5/18/2020,10,Trial by Media,TV Show,11-May-20,6
5/19/2020,1,Avatar: The Last Airbender,TV Show,15-May-20,1
5/19/2020,2,The Wrong Missy,Movie,13-May-20,6
5/19/2020,3,Riverdale,TV Show,19-May-17,5
5/19/2020,4,Dead to Me,TV Show,3-May-19,11
5/19/2020,5,Soul Surfer,Movie,17-May-20,2
5/19/2020,6,White Lines,TV Show,15-May-20,4
5/19/2020,7,Outer Banks,TV Show,15-Apr-20,34
5/19/2020,8,Public Enemies,Movie,16-May-20,3
5/19/2020,9,Magic for Humans,TV Show,17-Aug-18,3
5/19/2020,10,Ozark,TV Show,21-Jul-17,44
5/20/2020,1,Avatar: The Last Airbender,TV Show,15-May-20,2
5/20/2020,2,The Wrong Missy,Movie,13-May-20,7
5/20/2020,3,Riverdale,TV Show,19-May-17,6
5/20/2020,4,Dead to Me,TV Show,3-May-19,12
5/20/2020,5,Sweet Magnolias,TV Show,19-May-20,1
5/20/2020,6,White Lines,TV Show,15-May-20,5
5/20/2020,7,Outer Banks,TV Show,15-Apr-20,35
5/20/2020,8,Soul Surfer,Movie,17-May-20,3
5/20/2020,9,Public Enemies,Movie,16-May-20,4
5/20/2020,10,Magic for Humans,TV Show,17-Aug-18,4
5/21/2020,1,Avatar: The Last Airbender,TV Show,15-May-20,3
5/21/2020,2,Sweet Magnolias,TV Show,19-May-20,2
5/21/2020,3,Riverdale,TV Show,19-May-17,7
5/21/2020,4,Dead to Me,TV Show,3-May-19,13
5/21/2020,5,The Wrong Missy,Movie,13-May-20,8
5/21/2020,6,The Flash,TV Show,6-Oct-15,1
5/21/2020,7,White Lines,TV Show,15-May-20,6
5/21/2020,8,Outer Banks,TV Show,15-Apr-20,36
5/21/2020,9,Soul Surfer,Movie,17-May-20,4
5/21/2020,10,Public Enemies,Movie,16-May-20,5
5/22/2020,1,Avatar: The Last Airbender,TV Show,15-May-20,4
5/22/2020,2,Sweet Magnolias,TV Show,19-May-20,3
5/22/2020,3,Riverdale,TV Show,19-May-17,8
5/22/2020,4,Dead to Me,TV Show,3-May-19,14
5/22/2020,5,The Wrong Missy,Movie,13-May-20,9
5/22/2020,6,The Flash,TV Show,6-Oct-15,2
5/22/2020,7,White Lines,TV Show,15-May-20,7
5/22/2020,8,Outer Banks,TV Show,15-Apr-20,37
5/22/2020,9,Soul Surfer,Movie,17-May-20,5
5/22/2020,10,Public Enemies,Movie,16-May-20,6
5/23/2020,1,Avatar: The Last Airbender,TV Show,15-May-20,5
5/23/2020,2,Sweet Magnolias,TV Show,19-May-20,4
5/23/2020,3,The Lovebirds,Movie,22-May-20,1
5/23/2020,4,Riverdale,TV Show,19-May-17,9
5/23/2020,5,Dead to Me,TV Show,3-May-19,15
5/23/2020,6,The Wrong Missy,Movie,13-May-20,10
5/23/2020,7,The Flash,TV Show,6-Oct-15,3
5/23/2020,8,White Lines,TV Show,15-May-20,8
5/23/2020,9,Outer Banks,TV Show,15-Apr-20,38
5/23/2020,10,Just Go With It,Movie,22-May-20,1
5/24/2020,1,Sweet Magnolias,TV Show,19-May-20,5
5/24/2020,2,Avatar: The Last Airbender,TV Show,15-May-20,6
5/24/2020,3,The Lovebirds,Movie,22-May-20,2
5/24/2020,4,The Wrong Missy,Movie,13-May-20,11
5/24/2020,5,Just Go With It,Movie,22-May-20,2
5/24/2020,6,Dead to Me,TV Show,3-May-19,16
5/24/2020,7,The Flash,TV Show,6-Oct-15,4
5/24/2020,8,Riverdale,TV Show,19-May-17,10
5/24/2020,9,White Lines,TV Show,15-May-20,9
5/24/2020,10,Outer Banks,TV Show,15-Apr-20,39
5/25/2020,1,Sweet Magnolias,TV Show,19-May-20,6
5/25/2020,2,Avatar: The Last Airbender,TV Show,15-May-20,7
5/25/2020,3,The Lovebirds,Movie,22-May-20,3
5/25/2020,4,The Wrong Missy,Movie,13-May-20,12
5/25/2020,5,Just Go With It,Movie,22-May-20,3
5/25/2020,6,Dead to Me,TV Show,3-May-19,17
5/25/2020,7,The Flash,TV Show,6-Oct-15,5
5/25/2020,8,History 101,TV Show,22-May-20,1
5/25/2020,9,Riverdale,TV Show,19-May-17,11
5/25/2020,10,White Lines,TV Show,15-May-20,10
5/26/2020,1,Sweet Magnolias,TV Show,19-May-20,7
5/26/2020,2,Avatar: The Last Airbender,TV Show,15-May-20,8
5/26/2020,3,Uncut Gems,Movie,25-May-20,1
5/26/2020,4,The Lovebirds,Movie,22-May-20,4
5/26/2020,5,History 101,TV Show,22-May-20,2
5/26/2020,6,Just Go With It,Movie,22-May-20,4
5/26/2020,7,The Wrong Missy,Movie,13-May-20,13
5/26/2020,8,Dead to Me,TV Show,3-May-19,18
5/26/2020,9,Riverdale,TV Show,19-May-17,12
5/26/2020,10,The Flash,TV Show,6-Oct-15,6
5/27/2020,1,Uncut Gems,Movie,25-May-20,2
5/27/2020,2,Sweet Magnolias,TV Show,19-May-20,8
5/27/2020,3,Avatar: The Last Airbender,TV Show,15-May-20,9
5/27/2020,4,History 101,TV Show,22-May-20,3
5/27/2020,5,Just Go With It,Movie,22-May-20,5
5/27/2020,6,Dead to Me,TV Show,3-May-19,19
5/27/2020,7,Riverdale,TV Show,19-May-17,13
5/27/2020,8,The Lovebirds,Movie,22-May-20,5
5/27/2020,9,The Flash,TV Show,6-Oct-15,7
5/27/2020,10,The Wrong Missy,Movie,13-May-20,14
5/28/2020,1,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,1
5/28/2020,2,Uncut Gems,Movie,25-May-20,3
5/28/2020,3,Sweet Magnolias,TV Show,19-May-20,9
5/28/2020,4,Avatar: The Last Airbender,TV Show,15-May-20,10
5/28/2020,5,Dead to Me,TV Show,3-May-19,20
5/28/2020,6,Riverdale,TV Show,19-May-17,14
5/28/2020,7,History 101,TV Show,22-May-20,4
5/28/2020,8,Just Go With It,Movie,22-May-20,6
5/28/2020,9,The Flash,TV Show,6-Oct-15,8
5/28/2020,10,The Lovebirds,Movie,22-May-20,6
5/29/2020,1,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,2
5/29/2020,2,Uncut Gems,Movie,25-May-20,4
5/29/2020,3,Sweet Magnolias,TV Show,19-May-20,10
5/29/2020,4,Avatar: The Last Airbender,TV Show,15-May-20,11
5/29/2020,5,Dead to Me,TV Show,3-May-19,21
5/29/2020,6,Riverdale,TV Show,19-May-17,15
5/29/2020,7,History 101,TV Show,22-May-20,5
5/29/2020,8,The Flash,TV Show,6-Oct-15,9
5/29/2020,9,Just Go With It,Movie,22-May-20,7
5/29/2020,10,Outer Banks,TV Show,15-Apr-20,40
5/30/2020,1,Space Force,TV Show,29-May-20,1
5/30/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,3
5/30/2020,3,Uncut Gems,Movie,25-May-20,5
5/30/2020,4,Sweet Magnolias,TV Show,19-May-20,11
5/30/2020,5,Avatar: The Last Airbender,TV Show,15-May-20,12
5/30/2020,6,Dead to Me,TV Show,3-May-19,22
5/30/2020,7,Riverdale,TV Show,19-May-17,16
5/30/2020,8,The Flash,TV Show,6-Oct-15,10
5/30/2020,9,Just Go With It,Movie,22-May-20,8
5/30/2020,10,History 101,TV Show,22-May-20,6
5/31/2020,1,Space Force,TV Show,29-May-20,2
5/31/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,4
5/31/2020,3,Uncut Gems,Movie,25-May-20,6
5/31/2020,4,Sweet Magnolias,TV Show,19-May-20,12
5/31/2020,5,Avatar: The Last Airbender,TV Show,15-May-20,13
5/31/2020,6,Dead to Me,TV Show,3-May-19,23
5/31/2020,7,Just Go With It,Movie,22-May-20,9
5/31/2020,8,Riverdale,TV Show,19-May-17,17
5/31/2020,9,The Flash,TV Show,6-Oct-15,11
5/31/2020,10,History 101,TV Show,22-May-20,7
6/1/2020,1,Space Force,TV Show,29-May-20,3
6/1/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,5
6/1/2020,3,Sweet Magnolias,TV Show,19-May-20,13
6/1/2020,4,Uncut Gems,Movie,25-May-20,7
6/1/2020,5,Avatar: The Last Airbender,TV Show,15-May-20,14
6/1/2020,6,Dead to Me,TV Show,3-May-19,24
6/1/2020,7,Riverdale,TV Show,19-May-17,18
6/1/2020,8,Just Go With It,Movie,22-May-20,10
6/1/2020,9,History 101,TV Show,22-May-20,8
6/1/2020,10,The Flash,TV Show,6-Oct-15,12
6/2/2020,1,Space Force,TV Show,29-May-20,4
6/2/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,6
6/2/2020,3,Sweet Magnolias,TV Show,19-May-20,14
6/2/2020,4,Avatar: The Last Airbender,TV Show,15-May-20,15
6/2/2020,5,Uncut Gems,Movie,25-May-20,8
6/2/2020,6,Riverdale,TV Show,19-May-17,19
6/2/2020,7,Dead to Me,TV Show,3-May-19,25
6/2/2020,8,The Healer,Movie,1-Jun-20,1
6/2/2020,9,The Flash,TV Show,6-Oct-15,13
6/2/2020,10,Outer Banks,TV Show,15-Apr-20,41
6/3/2020,1,Space Force,TV Show,29-May-20,5
6/3/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,7
6/3/2020,3,Fuller House,TV Show,26-Feb-16,1
6/3/2020,4,Sweet Magnolias,TV Show,19-May-20,15
6/3/2020,5,Avatar: The Last Airbender,TV Show,15-May-20,16
6/3/2020,6,The Healer,Movie,1-Jun-20,2
6/3/2020,7,The Help,Movie,1-Jun-20,1
6/3/2020,8,Clueless,Movie,1-Jan-14,1
6/3/2020,9,Uncut Gems,Movie,25-May-20,9
6/3/2020,10,Riverdale,TV Show,19-May-17,20
6/4/2020,1,Space Force,TV Show,29-May-20,6
6/4/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,8
6/4/2020,3,Fuller House,TV Show,26-Feb-16,2
6/4/2020,4,Sweet Magnolias,TV Show,19-May-20,16
6/4/2020,5,Avatar: The Last Airbender,TV Show,15-May-20,17
6/4/2020,6,The Help,Movie,1-Jun-20,2
6/4/2020,7,The Healer,Movie,1-Jun-20,3
6/4/2020,8,Clueless,Movie,1-Jan-14,2
6/4/2020,9,Uncut Gems,Movie,25-May-20,10
6/4/2020,10,Riverdale,TV Show,19-May-17,21
6/5/2020,1,Space Force,TV Show,29-May-20,7
6/5/2020,2,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,9
6/5/2020,3,Fuller House,TV Show,26-Feb-16,3
6/5/2020,4,Sweet Magnolias,TV Show,19-May-20,17
6/5/2020,5,The Help,Movie,1-Jun-20,3
6/5/2020,6,Avatar: The Last Airbender,TV Show,15-May-20,18
6/5/2020,7,Clueless,Movie,1-Jan-14,3
6/5/2020,8,The Healer,Movie,1-Jun-20,4
6/5/2020,9,Cloudy with a Chance of Mea…,Movie,2-Dec-18,1
6/5/2020,10,Riverdale,TV Show,19-May-17,22
6/6/2020,1,13 Reasons Why,TV Show,31-Mar-17,1
6/6/2020,2,Space Force,TV Show,29-May-20,8
6/6/2020,3,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,10
6/6/2020,4,Fuller House,TV Show,26-Feb-16,4
6/6/2020,5,The Last Days of American C…,Movie,5-Jun-20,1
6/6/2020,6,Cloudy with a Chance of Mea…,Movie,2-Dec-18,2
6/6/2020,7,Avatar: The Last Airbender,TV Show,15-May-20,19
6/6/2020,8,Sweet Magnolias,TV Show,19-May-20,18
6/6/2020,9,The Help,Movie,1-Jun-20,4
6/6/2020,10,Clueless,Movie,1-Jan-14,4
6/7/2020,1,13 Reasons Why,TV Show,31-Mar-17,2
6/7/2020,2,Space Force,TV Show,29-May-20,9
6/7/2020,3,The Last Days of American C…,Movie,5-Jun-20,2
6/7/2020,4,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,11
6/7/2020,5,Fuller House,TV Show,26-Feb-16,5
6/7/2020,6,Queer Eye,TV Show,7-Feb-18,1
6/7/2020,7,Cloudy with a Chance of Mea…,Movie,2-Dec-18,3
6/7/2020,8,Avatar: The Last Airbender,TV Show,15-May-20,20
6/7/2020,9,The Help,Movie,1-Jun-20,5
6/7/2020,10,Sweet Magnolias,TV Show,19-May-20,19
6/8/2020,1,13 Reasons Why,TV Show,31-Mar-17,3
6/8/2020,2,Space Force,TV Show,29-May-20,10
6/8/2020,3,The Last Days of American C…,Movie,5-Jun-20,3
6/8/2020,4,365 Days,Movie,7-Jul-20,1
6/8/2020,5,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,12
6/8/2020,6,Queer Eye,TV Show,7-Feb-18,2
6/8/2020,7,Fuller House,TV Show,26-Feb-16,6
6/8/2020,8,Cloudy with a Chance of Mea…,Movie,2-Dec-18,4
6/8/2020,9,The Help,Movie,1-Jun-20,6
6/8/2020,10,Avatar: The Last Airbender,TV Show,15-May-20,21
6/9/2020,1,13 Reasons Why,TV Show,31-Mar-17,4
6/9/2020,2,365 Days,Movie,7-Jul-20,2
6/9/2020,3,Space Force,TV Show,29-May-20,11
6/9/2020,4,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,13
6/9/2020,5,Queer Eye,TV Show,7-Feb-18,3
6/9/2020,6,Fuller House,TV Show,26-Feb-16,7
6/9/2020,7,The Last Days of American C…,Movie,5-Jun-20,4
6/9/2020,8,Cloudy with a Chance of Mea…,Movie,2-Dec-18,5
6/9/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,22
6/9/2020,10,Queen of the South,TV Show,9-May-17,1
6/10/2020,1,13 Reasons Why,TV Show,31-Mar-17,5
6/10/2020,2,365 Days,Movie,7-Jul-20,3
6/10/2020,3,Space Force,TV Show,29-May-20,12
6/10/2020,4,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,14
6/10/2020,5,Queer Eye,TV Show,7-Feb-18,4
6/10/2020,6,Fuller House,TV Show,26-Feb-16,8
6/10/2020,7,The Last Days of American C…,Movie,5-Jun-20,5
6/10/2020,8,Cloudy with a Chance of Mea…,Movie,2-Dec-18,6
6/10/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,23
6/10/2020,10,Queen of the South,TV Show,9-May-17,2
6/11/2020,1,13 Reasons Why,TV Show,31-Mar-17,6
6/11/2020,2,365 Days,Movie,7-Jul-20,4
6/11/2020,3,Space Force,TV Show,29-May-20,13
6/11/2020,4,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,15
6/11/2020,5,Queer Eye,TV Show,7-Feb-18,5
6/11/2020,6,Fuller House,TV Show,26-Feb-16,9
6/11/2020,7,Avatar: The Last Airbender,TV Show,15-May-20,24
6/11/2020,8,Cloudy with a Chance of Mea…,Movie,2-Dec-18,7
6/11/2020,9,Queen of the South,TV Show,9-May-17,3
6/11/2020,10,The Last Days of American C…,Movie,5-Jun-20,6
6/12/2020,1,13 Reasons Why,TV Show,31-Mar-17,7
6/12/2020,2,365 Days,Movie,7-Jul-20,5
6/12/2020,3,Space Force,TV Show,29-May-20,14
6/12/2020,4,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,16
6/12/2020,5,Queer Eye,TV Show,7-Feb-18,6
6/12/2020,6,Avatar: The Last Airbender,TV Show,15-May-20,25
6/12/2020,7,Fuller House,TV Show,26-Feb-16,10
6/12/2020,8,Cloudy with a Chance of Mea…,Movie,2-Dec-18,8
6/12/2020,9,Queen of the South,TV Show,9-May-17,4
6/12/2020,10,Hannibal,TV Show,5-Jun-20,1
6/13/2020,1,365 Days,Movie,7-Jul-20,6
6/13/2020,2,13 Reasons Why,TV Show,31-Mar-17,8
6/13/2020,3,Da 5 Bloods,Movie,12-Jun-20,1
6/13/2020,4,Space Force,TV Show,29-May-20,15
6/13/2020,5,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,1
6/13/2020,6,F is for Family,TV Show,18-Dec-15,1
6/13/2020,7,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,17
6/13/2020,8,Avatar: The Last Airbender,TV Show,15-May-20,26
6/13/2020,9,Queer Eye,TV Show,7-Feb-18,7
6/13/2020,10,Fuller House,TV Show,26-Feb-16,11
6/14/2020,1,Da 5 Bloods,Movie,12-Jun-20,2
6/14/2020,2,365 Days,Movie,7-Jul-20,7
6/14/2020,3,13 Reasons Why,TV Show,31-Mar-17,9
6/14/2020,4,Alexa & Katie,TV Show,23-Mar-18,1
6/14/2020,5,Space Force,TV Show,29-May-20,16
6/14/2020,6,F is for Family,TV Show,18-Dec-15,2
6/14/2020,7,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,2
6/14/2020,8,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,18
6/14/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,27
6/14/2020,10,Queer Eye,TV Show,7-Feb-18,8
6/15/2020,1,Da 5 Bloods,Movie,12-Jun-20,3
6/15/2020,2,365 Days,Movie,7-Jul-20,8
6/15/2020,3,13 Reasons Why,TV Show,31-Mar-17,10
6/15/2020,4,Alexa & Katie,TV Show,23-Mar-18,2
6/15/2020,5,Space Force,TV Show,29-May-20,17
6/15/2020,6,F is for Family,TV Show,18-Dec-15,3
6/15/2020,7,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,3
6/15/2020,8,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,19
6/15/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,28
6/15/2020,10,Queer Eye,TV Show,7-Feb-18,9
6/16/2020,1,365 Days,Movie,7-Jul-20,9
6/16/2020,2,13 Reasons Why,TV Show,31-Mar-17,11
6/16/2020,3,Da 5 Bloods,Movie,12-Jun-20,4
6/16/2020,4,Alexa & Katie,TV Show,23-Mar-18,3
6/16/2020,5,Space Force,TV Show,29-May-20,18
6/16/2020,6,F is for Family,TV Show,18-Dec-15,4
6/16/2020,7,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,4
6/16/2020,8,Avatar: The Last Airbender,TV Show,15-May-20,29
6/16/2020,9,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,20
6/16/2020,10,Fuller House,TV Show,26-Feb-16,12
6/17/2020,1,365 Days,Movie,7-Jul-20,10
6/17/2020,2,13 Reasons Why,TV Show,31-Mar-17,12
6/17/2020,3,Da 5 Bloods,Movie,12-Jun-20,5
6/17/2020,4,Alexa & Katie,TV Show,23-Mar-18,4
6/17/2020,5,Space Force,TV Show,29-May-20,19
6/17/2020,6,F is for Family,TV Show,18-Dec-15,5
6/17/2020,7,Avatar: The Last Airbender,TV Show,15-May-20,30
6/17/2020,8,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,5
6/17/2020,9,How to Get Away with Murder,TV Show,24-Sep-15,1
6/17/2020,10,Jeffrey Epstein: Filthy Rich,TV Show,27-May-20,21
6/18/2020,1,365 Days,Movie,7-Jul-20,11
6/18/2020,2,13 Reasons Why,TV Show,31-Mar-17,13
6/18/2020,3,Mr. Iglesias,TV Show,21-Jun-19,1
6/18/2020,4,Da 5 Bloods,Movie,12-Jun-20,6
6/18/2020,5,Space Force,TV Show,29-May-20,20
6/18/2020,6,Alexa & Katie,TV Show,23-Mar-18,5
6/18/2020,7,Avatar: The Last Airbender,TV Show,15-May-20,31
6/18/2020,8,F is for Family,TV Show,18-Dec-15,6
6/18/2020,9,PokÃ©mon Journeys: The Series,TV Show,12-Jun-20,6
6/18/2020,10,How to Get Away with Murder,TV Show,24-Sep-15,2
6/19/2020,1,365 Days,Movie,7-Jul-20,12
6/19/2020,2,13 Reasons Why,TV Show,31-Mar-17,14
6/19/2020,3,The Order,TV Show,7-Mar-19,1
6/19/2020,4,Mr. Iglesias,TV Show,21-Jun-19,2
6/19/2020,5,Space Force,TV Show,29-May-20,21
6/19/2020,6,Avatar: The Last Airbender,TV Show,15-May-20,32
6/19/2020,7,Da 5 Bloods,Movie,12-Jun-20,7
6/19/2020,8,F is for Family,TV Show,18-Dec-15,7
6/19/2020,9,Magnetic,Movie,12-Jun-20,1
6/19/2020,10,Alexa & Katie,TV Show,23-Mar-18,6
6/20/2020,1,Floor is Lava,TV Show,19-Jun-20,1
6/20/2020,2,365 Days,Movie,7-Jul-20,13
6/20/2020,3,The Order,TV Show,7-Mar-19,2
6/20/2020,4,13 Reasons Why,TV Show,31-Mar-17,15
6/20/2020,5,Feel the Beat,Movie,19-Jun-20,1
6/20/2020,6,Mr. Iglesias,TV Show,21-Jun-19,3
6/20/2020,7,Space Force,TV Show,29-May-20,22
6/20/2020,8,Lost Bullet,Movie,19-Jun-20,1
6/20/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,33
6/20/2020,10,Magnetic,Movie,12-Jun-20,2
6/21/2020,1,Floor is Lava,TV Show,19-Jun-20,2
6/21/2020,2,365 Days,Movie,7-Jul-20,14
6/21/2020,3,The Order,TV Show,7-Mar-19,3
6/21/2020,4,Lost Bullet,Movie,19-Jun-20,2
6/21/2020,5,Feel the Beat,Movie,19-Jun-20,2
6/21/2020,6,13 Reasons Why,TV Show,31-Mar-17,16
6/21/2020,7,Space Force,TV Show,29-May-20,23
6/21/2020,8,Magnetic,Movie,12-Jun-20,3
6/21/2020,9,The Nut Job,Movie,13-Aug-14,1
6/21/2020,10,Avatar: The Last Airbender,TV Show,15-May-20,34
6/22/2020,1,Floor is Lava,TV Show,19-Jun-20,3
6/22/2020,2,365 Days,Movie,7-Jul-20,15
6/22/2020,3,The Order,TV Show,7-Mar-19,4
6/22/2020,4,Lost Bullet,Movie,19-Jun-20,3
6/22/2020,5,Feel the Beat,Movie,19-Jun-20,3
6/22/2020,6,The Nut Job,Movie,13-Aug-14,2
6/22/2020,7,13 Reasons Why,TV Show,31-Mar-17,17
6/22/2020,8,Baby Mama,Movie,16-Dec-18,1
6/22/2020,9,Space Force,TV Show,29-May-20,24
6/22/2020,10,Magnetic,Movie,12-Jun-20,4
6/23/2020,1,Floor is Lava,TV Show,19-Jun-20,4
6/23/2020,2,The Order,TV Show,7-Mar-19,5
6/23/2020,3,365 Days,Movie,7-Jul-20,16
6/23/2020,4,The Nut Job,Movie,13-Aug-14,3
6/23/2020,5,Feel the Beat,Movie,19-Jun-20,4
6/23/2020,6,Lost Bullet,Movie,19-Jun-20,4
6/23/2020,7,13 Reasons Why,TV Show,31-Mar-17,18
6/23/2020,8,Baby Mama,Movie,16-Dec-18,2
6/23/2020,9,Avatar: The Last Airbender,TV Show,15-May-20,35
6/23/2020,10,Space Force,TV Show,29-May-20,25
6/24/2020,1,Floor is Lava,TV Show,19-Jun-20,5
6/24/2020,2,The Order,TV Show,7-Mar-19,6
6/24/2020,3,The Nut Job,Movie,13-Aug-14,4
6/24/2020,4,365 Days,Movie,7-Jul-20,17
6/24/2020,5,Feel the Beat,Movie,19-Jun-20,5
6/24/2020,6,Lost Bullet,Movie,19-Jun-20,5
6/24/2020,7,Love,Movie,4-Feb-16,1
6/24/2020,8,13 Reasons Why,TV Show,31-Mar-17,19
6/24/2020,9,Baby Mama,Movie,16-Dec-18,3
6/24/2020,10,Avatar: The Last Airbender,TV Show,15-May-20,36
6/25/2020,1,Floor is Lava,TV Show,19-Jun-20,6
6/25/2020,2,The Order,TV Show,7-Mar-19,7
6/25/2020,3,The Nut Job,Movie,13-Aug-14,5
6/25/2020,4,365 Days,Movie,7-Jul-20,18
6/25/2020,5,Feel the Beat,Movie,19-Jun-20,6
6/25/2020,6,Love,Movie,4-Feb-16,2
6/25/2020,7,Lost Bullet,Movie,19-Jun-20,6
6/25/2020,8,13 Reasons Why,TV Show,31-Mar-17,20
6/25/2020,9,Baby Mama,Movie,16-Dec-18,4
6/25/2020,10,Avatar: The Last Airbender,TV Show,15-May-20,37
6/26/2020,1,Floor is Lava,TV Show,19-Jun-20,7
6/26/2020,2,The Order,TV Show,7-Mar-19,8
6/26/2020,3,365 Days,Movie,7-Jul-20,19
6/26/2020,4,The Nut Job,Movie,13-Aug-14,6
6/26/2020,5,Feel the Beat,Movie,19-Jun-20,7
6/26/2020,6,Love,Movie,4-Feb-16,3
6/26/2020,7,13 Reasons Why,TV Show,31-Mar-17,21
6/26/2020,8,Athlete A,Movie,24-Jun-20,1
6/26/2020,9,Lost Bullet,Movie,19-Jun-20,7
6/26/2020,10,Avatar: The Last Airbender,TV Show,15-May-20,38
6/27/2020,1,Floor is Lava,TV Show,19-Jun-20,8
6/27/2020,2,Eurovision Song Contest: Th…,Movie,26-Jun-20,1
6/27/2020,3,365 Days,Movie,7-Jul-20,20
6/27/2020,4,The Order,TV Show,7-Mar-19,9
6/27/2020,5,The Nut Job,Movie,13-Aug-14,7
6/27/2020,6,Athlete A,Movie,24-Jun-20,2
6/27/2020,7,Love,Movie,4-Feb-16,4
6/27/2020,8,Feel the Beat,Movie,19-Jun-20,8
6/27/2020,9,Crazy Delicious,TV Show,24-Jun-20,1
6/27/2020,10,13 Reasons Why,TV Show,31-Mar-17,22
6/28/2020,1,Eurovision Song Contest: Th…,Movie,26-Jun-20,2
6/28/2020,2,Floor is Lava,TV Show,19-Jun-20,9
6/28/2020,3,Athlete A,Movie,24-Jun-20,3
6/28/2020,4,365 Days,Movie,7-Jul-20,21
6/28/2020,5,The Order,TV Show,7-Mar-19,10
6/28/2020,6,The Nut Job,Movie,13-Aug-14,8
6/28/2020,7,Feel the Beat,Movie,19-Jun-20,9
6/28/2020,8,Crazy Delicious,TV Show,24-Jun-20,2
6/28/2020,9,Love,Movie,4-Feb-16,5
6/28/2020,10,Home Game,TV Show,26-Jun-20,1
6/29/2020,1,Eurovision Song Contest: Th…,Movie,26-Jun-20,3
